,Result,Text
552,FP,From mind numbing nonbone breaking bloodless action conceited short sighted social commentary ITS ANOTHER MARVEL MOVIE BY DISNEY And good The titular character side character movie The ham fisted girls get done evil masculine overlord mindless female army reflect continued shallow approach female empowerment female empowerment  falling things including literally exploding things without taking damage Much like Captain Marvel action scenes tension female characters appear invincible lunge action scene action scene events would kill maim average human 10 times over The cartoon villain plot undermines gravity family themes well social commentary overall movie made round ScarJos contractual obligation Disneys Marvel MARVEL FAN BOYS WILL LOVE IT Children probably mostly bored it
553,FP,Honestly tired predictable marvel movie since Thor 2 Everything feels forced paint numbers Now said marvel movies least felt like made purpose mind story tell Black Widow feels like made obligation Genuinely shame too everyone feels like theyre trying hardest make feel compelling plot somehow needlessly overcomplicated totally boring once Sure action scenes well done effects stunning ever everything looks like should feels like weve reached point feels forced coming someone loves franchise deeply passionately For character much intrigue mystique surrounding Black Widow thought theyd able keep audience engaged actually care whats going on instead get slew new dull characters throwing tired quips always half charm double preachyness Do better marvel want to
554,FP,A long waited film lot people Black Widow hyped different “grounded” side MCU show story everyone’s favorite Avenger But worth  No plain simple  While film show lot good ideas it’s flawedawkward unoriginal action movie barely makes one forgettable MCU movies  Johansson back title character good job again With Yelena Belova played Florence Pugh good addition They good believable sister relationship jokes makes actual good jokes movie  David Harbour Rachel Weisz play Red Guardian Melina Vostokoff work good together feel tacked anything else  Actually whole movie feels tacked  The action scenes lackluster Not impressive scenes characters MOST human defy laws gravity  The whole message overall feel film feels pretentious  It’s trying go dark dose I’ll give movie try achieve tone it’s inconsistent The villains greatest taskmaster who’s mercenary photographic memory comics reduced walking robot twist reveal super obvious Overall Black Widow isn’t really satisfying film barely enjoyable  I give 610
555,TN,I really looking forward movie sadly disappointed After first hour beginning good promising story seemed audience fragmented many holes supposed plotline Writing could SO much better Sound editor fired volume movie would increase significantly action sequences which make sense The main characters sister Florence Pughs Yelena Belova enjoyable addition actor talented seemed get best lines So opinion audience myself save  wasting hardearned money view it must streaming or DVD multiple people Unfortunately diehard Marvel fans disappointed film especially waiting long
556,FP,Dont get wrong movie great The action scenes entertaining thrilling watch The humor movie great well Really hass better sense humor MCU movies But way action shots filmed made hard process Plus me feels overhyped Ive waiting movie long time high expectations going theaters But I totally let pacing shot angles even generally confused mindcontrol aspect It really explained well The main villain even explained well opinion His motives felt lacking concept base felt odd many offputting things happening And get started plot twist way predictable enjoy And finally thing Im absolutely furious about Twlight Sparkle 1995 She even wings 2015ish Howd magically appear plushie 20 years prior
557,TN,I try objective sincerely mix little bit Metal Gear Solid Bourne Identity Mission Impossible 4 5 substitute indestructible women seriously even scratch broken bones result film It seems pretty much lousy copy Fast Furious bad was This film huge letdown I feel bad Scarlet Johanson terrific actress black widow character lot offer But seems film purposely looking depict men either useless laughable tools evil persons looking control womens minds that red Disney magic dust save Genuinely I expecting exciting entertaining story Some visual action scenes fine forgettable film
558,TN,I think reason movie made boost feminist agenda The reason Black Widow didn’t film original Marvel lineup contributions limited She’s superhero— she’s hired gun And movie reflects that I would rather skip feminist agenda make movie deserves made I could gone without ever seeing movie It like giving Gomorrah film it’s unnecessary I like Black Widow contributes group alone You didn’t even put Hawkeye know love family she literally died him instead random people never mentioned film why talking Steve Endgame I’m inclusion representation it 
559,TN,I think movie good should’ve much better potential make characters like taskmaster terrifying winter soldier 2nd captain America movie black widows character isn’t supposed funny person yet movie insisted lots comedy wasted red guardians character making joke And Natasha didn’t even seem like main character movie Since set past stakes weren’t high since knew would happened basically They also made taskmaster one time villain easily should’ve appeared films tv shows The fights movie also disappointing didn’t explore hand hand combat should’ve Overall disappointment could’ve should’ve been
560,FP,As fan character NatashạBlack Widow I wait solo movie come out And finally came out delayed long I terrified say totally disappointing To watch followed another storyline new case When movie girl became Black Widow It reached Steve Infinity War CIvil War Followed case investigation deals past It would great story second part BLACK WIDOW franchise initiation WE wanted past explored investigation
561,TN,Probably one worst MCU films date I actually laughed loud several serious parts And even get started post credits scene sets conflict could resolved simple conversation Florence Pugh David Harbour give career high performances film though going it Also really dislike Taskmaster
562,TN,Typical Hypocrisy corporation see daily life like themwe turn biased despite believing were not Ohh yeh marvel awesome were biased towards it Look rotten tomatoes reviewslook rating Youre telling better man steel4050 even iron man 2 movie scar jonatasha debuted Pathetic And Im even talking feminism stuff like people Why cant marveldisney movie critics auidience harsh critical theyre slaughtering DCEU male dominant movie controversial movie like Joker Im saying movie trying spread agenda anything I one own Things happenyou want make cash grab sometimes screw upI get it But I see reviews film I demand see honest opinions critics claim unbiased auidience claims corporates unbiased open minded tries rational part life cinema coz thats agendas made heroes right
563,TN,Pretty disappointed The plot terrible I mean like super low budget terrible We spent entire movie thinking “what heck going on” Action okay actors great A movie like mind blowing The cast top notch And crashed burned due poor writing I looking forward seeing Black Widow was left way questions There’s insight Red Room background relationship Widow Hawkeye I felt like rush get something whilst trying fit plot line 2 movies Avengers broke up I could care less happening Nat time But I want see past The relationship sister time Red Room reason hate villain The days good movies over Everything noise explosions pointless scenes The action even enough keep awake Spent last 45 minutes fighting keep eyes open I woke field debris I didn’t even bother rewind I missed I wanted I could go sleep I love Scarlett Johansson I enjoy movies But made mad Black Widow done disservice one AVOID Oh make sure watch past credits It literally make want throw remote TV It Hawkeyes fault Natasha dead Shame Marvel
564,TN,The film good feminist Americans don’t care reality little feel embarrassed watching film For example main villain who white man anyway later lives cured hot air balloon red room Any radar could used spot kilometers shoot Why go underground And super gulag prison take old Mi8 helicopter As soon least one Shilka produced Russia approx 10 kg  60000 Igla missiles inexpensive can’t get pair Anyway film about 3 male characters silly father sold daughters dude gives everything free still friend zone fact constantly hurt mentally course main villain white bald Russian man Not discrimination
565,TN,I love black widow movie ridiculous Spoilers It really show training red room 30 second montage girls sitting front computer screens learning martial arts I wanted see standing red roomsmall acts defiance better skills restsomething set apart It show real mother met Clint Or came sheild Her fake familys actions really fit characters Nothing really fits Where red smoke come from And would fake mom help showing remorse giving first place After developing mind control serum little girls And come on scientist genius figure using widows Once found got angry rthat would given motivation would perfect developed red smoke woke up Natasha Yelena releasing it They shown fake parents growing actually attached girls father got put jail resisting takenReally disappointed
566,TN,Forgettable mindless film subpar acting inconsistent CGI A lot action scenes choppy misplaced editing unsynchronized cuts Forced dialogue humor throughout movie Cringeworthy writing forced sister relationship doesn’t save it So much pointless corny comedy bits detracted plot I also expected Red Guardian barely anything entire film It doesn’t make care characters I also hate version Taskmaster They ruined taskmaster IP lore Doesn’t even feel like MCU film like terrible spy movie Some hopeless blind diehard MCU fans ate praise it people standards This worst MCU film it’s entire chronology I regret paying money watch 3D worth watching theaters Not even worth streaming illegally either 2 hours dragged left audience feeling disconnected unimmersed Weakest marvel entry far contest
567,TN,Amazing made 200 million budget look like episode Hollyoaks Scarlett Johansson looked bloody bored throughout The animated looked hitting head table Which I paying watch this Martin Scorsese famously said Marvel movies like theme park rides If ride would one Fabio bird fly face Like bird face avoid can This film terrible Ps whos Craig David looking butler has His acting hilarious
568,TN,Awful CGI fest actors died 20 times half way film Only lead actress SJ develop empathy for The rest throwaways Seems like movies nearly computer fakery makes hard care happens actors Bad script assumptive leaps takes movie promising start half way give hoot contemplate walking out My GF loved seems love hate film In mind potential great BW movie It wasnt
569,TN,I seen almost every marvel dc movietv show there far least favoriteeven worse Ryan Reynolds Green lantern The reason I didn’t turn I watching family The acting wasn’t bad plot killed movie Only time I’ve ever wished money back marvel film Smfh… I much hope Wanda vision Loki I feel like black widowScarlett Johansson deserved better movie In addition cgi trash worse transformer movies cgi…I watch confirm… I don’t think change opinion…PS I never leave review anything… says anything bad plot was
570,TN,Not impressed After 2 years hoping something better marvel disappointed Natashas character earth superhero mcu go bring cyborgs cybertrucks mix Not mention floating islands pandora Her backstory incomplete There portrayal training parents Just bits pieces there Oh cant forget comedy element Why would anyone mix comedy trying showing kind character development It dint go well me The cgi mediocre Action sequences reminded watching fast furious series I really wamted character better solo movie this But disappointed And post credits scene Could worse I realize connection rest universe But like marvel Maybe wait got full hopes But nevertheless perspective I AM NOT IMPRESSED
571,TN,Its simply good Very disappointed Black Widow or was movie interesting character lot potential gripping back story Instead felt rushed details Red Room still vague even watching entire movie I cant stand Russian accents I feel like Marvel stop attempting make American actors takes away authenticity There much corny humor movie I thought going pretty damn dark It left feeling disconnected characters plot itself Speaking plot flat predictable The acting sucked I guess Disney trust Scarlett enough carry movie supporting characters brought in It boring add dimension character all
572,FN,Enjoyed movie much I went home watched original scream movie right after caught even similarities I think movie pays homage original nostalgic ways It self aware film I loved The original Scream’s purpose breaking mold common horror tropes part movie too manner were I found ironic funny The comments “out touch old directors don’t understand young audiences” I don’t get I’m young I enjoyed it fact expect group teens “in touch reality” you’re wrong lol Yes probably could’ve better way another I would gladly go see again I recommend this It good prosthetic death scenes ”real” bloodwounds CGI junk I good time guessing “who done it”
573,TP,Don’t really understand bad reviews It’s slasher movie it’s going best movie you’ve ever seen get expect It much better expectations though I loved comedy aspect like scream 4 didn’t overdo it There lot gore obviously wasn’t horrible deaths little unrealistic that’s slasher film you Don’t know anyone survive like 20 stab wounds body yea The beginning also great captured feel original Scream’s open scene making incredibly modern day perfectly captured Gen Z finest Tara’s character I highly recommend watching want stupid well written slasher film also takes shots scream movies I thought funnyNow KINDA SPOILER PART So I liked hinted specific common twist throughout movie almost made doubt original stance killer was Obviously ending predictable movie good job swaying opinion also bought back old characters wondering all Rip
574,TP,What great way start 2022 This film definitely delivers especially new characters actually really great The kills brutal I love horror movies The performances cast great twists turns awesome 4th wall breaking also really great hilarious even though much Scream alltime favorite film Im impressed one My 2nd favorite series The thing Ill say pays tribute original masterpiece Wes Cravens legacy created By way David Arquette knocks completely park  favorite part film 1010
575,FN,Absolutely enjoyed every minute worth watching film Easily favorite whole franchise followed course original Scream Met expectations going film acting superb plot unexpected almost jumped completely seat several times throughout If looking quick scare edge seat type movie picked right movie Easily 55 stars critic rating Highly recommended fans franchise I would encourage easily frightened watch lights turned hold seat bumpy ride throughout
576,TP,As Randy Meeks said Scream 2 CarnageCandy Thats exactly new Scream movie is one every fan deserves It decade witnessed last Scream movie I amused see ‘Radio Silence’ reins time After Craven couldn’t think another better filmmakers direct franchise The movie funny wellacted brilliantly shot right amount easter eggs  brutal kills bold choices graphic nailed whole meta tongueincheek humour I impressed makers seamlessly achieved transition shift focus legacy characters new ones Sid Gale Dewey never seemed shoehorned And third act Stu Macher’s house That’s I gonna say The finale crazy keeps suspense going Easily favourite first one I guess studio makers new Matrix take cues movie crew handle requel All hail ghost face We welcome back It honour
577,FN,Ive never huge fan genrefranchise first rebrand 2022 plethora nostalgia comedy mild gore With fantastic slasher scenes effects subtle without stomach turning still sate fans brand Much like movie type side predictability Id give 45 rounded amount made laugh took mick duration As someone watched entire back catalogue Im sure inside jokes went head I dont however feel took anything away enjoyment Though I would say know premise content least original missing bitIts hard say anything else without spoilers Ill leave 😂
578,TP,As true fan OG Scream 1996 someone mildly interested and quite critical followups part 2 exception I say movie surpassed expectations My concern without Wes Cravens involvement theres way theyd ever able recapture feeling first one I wrong The cast fantastic way around Jack Quaid clearly stood absolutely brilliant He brought much energy feel Matthew Lillard original I spoil anything here fan first one favor go see movie
579,TP,I know people gave movie 4 stars mean slasher movie obvious killer ghostface job find killers group I think one 5 stars movie casts AMAZING Bringing courteney cox neve campbell david arquette game absolutely great really loved it I excited watching beginning end scenes great none boring me You guys definitely watch it good thriller movie opening 2022
580,TP,Had absolutely lovely time Darien server outstanding The chain made reputation offering delicious Italian cuisinecertainly happy disappoint The wine selection extensive menu also well thought out I enjoyed overall experience With many restaurants failing glad survived current climate Darien fabulous job made difference overall experience We recommend Maggianos San Paulo We return
581,TP,I let sink day determine much I liked movie went fast I waiting quite time movie That said one day later time think movie great best outside original The cast amazing kills brutal I sure I felt motive I simmered I did I LOVE it You never able replicate originality 1996 Scream amazing justice perfect requel move forward I know filmed 5 endings movie interesting see include hits DVD I cant imagine pick right one
582,TP,Just got back seeing honest I want anymore It fun highly upset 2 scenes 45 me OG3 best part me kills brutal Olivias level Liked 2 3 newbies Ghostface point But reveal motive 😬🙆🏻‍♂️🤦🏻‍♂️Just updating second viewing motive played better me I think I overwhelmed first watch 🙈🤣
583,TP,The film overall really good It campy funny previous scream movies It serious gory unlike movies franchise The movie lacked dramatic opening scene rest scream movies always have It good make jaw drop The ending scene suprising killers lack crazed emotion hatred killers had The killer reveal always best part movie performances dry The action ending made lack acting Overall really good movie
584,FN,Way better I thought would be Definitely better 3 4 Some parts really badly actedwritten And parts felt really gruesome cruel I think thats slasher movie be Overall movie felt like love letter Wes Craven franchise whole
585,TP,Was supposed work Illinois blizzard cancelled I decided go alone catch early showing movie I’ll make quick easy Was fun movie bad good That’s I gotta say it Some goofy moments forsure lot definitely entertaining Go watch you’re fan scream franchise “For Wes” 🔥
586,TP,Appreciated the back roots storytelling They produced nostalgic 90s style slasher flick poking fun without overdoing it relying social commentary elevate storyline Perfect date night movie Wes would proud of Do Dewey
587,TP,Im slasher film fan times I genuinely look away screen gore But end fight scene kind iconic Its silly fun movie opinion Fun watch friends Kind makes fun fans slasher films
588,TP,Scream 2022 near perfect Sequel everything serve love letter came whilst also determined something new set apart regard I feel film much succeeds moments Fans new old alike twists turns see coming This film really leave asking Whats favourite Scary Movie
589,FN,I watched Scream 5 Im NOT disappointed Its really good thriller A lot suspense comedy little bet drama If like original Scream first part definitely like sequel Four solid stars ⭐⭐⭐⭐
590,TP,Even tho it’s bit predictable I still thought great movie definitely savage kills series It also good cinematography good job keeping guessing killer throughout
591,FP,I’m honestly convinced outstanding reviews film either people never seen good movie lives people paid producers leave them I’ll honestly I bought hype beginning myself However witnessing film I’m left severely underwhelmed The criteria slasher isn’t hard meet sets apart okay slasher good one plot holes patched towards end This movie none above Although cast best could highly predictable script film still fell short lot areas What point movies characters aware slasher rules still don’t follow them You’d character verbally say stupid action YET would still perform action The movies characters acted video game like multiple lives spare therefore never truly acted lives danger Also I tell disconnected adults wrote film odd reason teens friends attacked one even murdered…THEY THROW A PARTY In universe make slightest bit sense I left theatre angered movie made 1996 still managed outdo one 2022 The original produced likable characters bonds could root new adaptation made feel nothing The relationships clearly artificial lacked substance My final point being slasher usually done notorious killer one yet revealed Within movies mystery murderers it’s known keep audience guessing end I lie not within first 25 minutes movie I knew exactly two killers were
592,TN,2 Stars 2 moments I might accidentally burst laugh something either wildly unbelievable surprisingly humorous both Overall film slowmoving nonclimactic predictable display nonsensical scenes extremely bad writing At point film come close drawing in It almost feels like want audience stay outside peaking could engaging thriller instead may find like me halfway movie excited write bad review endure remainder literal “horror film” pun intended
593,TN,Arguably one worst scream movie periods it’s worse scream 4  movie felt cheap killers way obvious movie mention movie supposed realistic compared screams like scream 3 It realistic killer got lit fire still able walk got shot head whole thing felt rushed waste time  To honest reason I wanted watch movie I believed Stu would return ghostface didn’t going spoil anything killers terrible movie film would better never released 010
594,TN,Potential Spoilers The good thing movie gore fact brought back original cast original Scream Im disappointed fact feels like I read wattpad story written 15 year old girl I really excited watch although I knew going compare first movie I expect bad I rant forever genuinely I couldve gone whole life without watching it many fake jump scare moments stupid killer reveal actually make watching movie enjoyable
595,TN,Absolute waste money No hard story line I watched scream movies I feel could much better The movie scenes jumping one another Felt like I watching 2nd grade movie Just opinion
596,TP,I enjoy movie worth watch I enjoy plot story well done As I think plot I cannot notice plot holes would ruin movie Visual well done acting great How bring back Chris Pines character Steve brilliant idea help plot helps make story meaningful many ways It helps adds Gal’s Wonder Woman character I looking forward another movie ever make another one
597,TP,Great movie I think plot mimicking live lives wishing something greater better someone think better us But end get wishes get want always cost price pay It shows us stay path universe takes us through everyone path makes destiny I love portrayed movie Ww84 must watch
598,TP,Before watching it I heard movie bad reviews I know why My wife I great time movie The pace good bored You get see part comics introduced previous installment action I think good plot different many plots Ive seen A great movie watch family care I would watch again
599,FN,45 It good id definatly recommend movie friends acting cast great main character lovable person flaws personality some may argue bad thing im invested super hero movies moved film acting parts emotional feel pulled quite well The fight scenes pretty cool held lot suspence within scenes build making fight nearing end movie exiting intense edge seat throughout film thought parts looked bit unrealistic ended kinda taken film second emersed back quickly As plot could better time plot really started rolling invested characters still many plot holes answered time movie finished clear villains start even revealed it motives bit blurry obviously read reviews want decide want watch movie say it watch form opinions two hours long either enjoy stop watching personally enjoyed would gladly watch still job adding exitment day theres nothing really lose watch yourself Thanks reading
600,TP,Wonder woman 1984 beautiful film that’s greed man everything could every want make happy less big action scenes It’s facing truth distracting cope it It’s egomaniac narcissist clearly hurt past come lot power extremely relevant It’s love selflessness A lot people learn days It’s visually stunning Gal Gadot Wonder Woman Kristen Wiig amazing cheetah Chris Pine’s banter Gal Gadot always amazing see scene toward end much good way Pedro Pascal’s Max Lord Couldn’t played better Yes movie perfect bad people making all However I wish action scenes wonder woman cheetah I still think original film masterpiece film close second it’s love letter Linda Carter series part wonder woman’s history embraced film I think went lot peoples heads
601,FN,To compare Patty Jenkins WONDER WOMAN 1984 THE AMAZING SPIDERMAN 2 BATMAN FOREVER criminalKristen Wiigs portrayal Cheetah way better forgettable villains Jamie Foxxs Electro Jim Carreys Riddler Hers layered great acting transition narrative friend foe clever scriptwriting We understand that yeah Patty Jenkins  company took easy route sequel using to quote Chris Stuckman an extreme cliché entrope cheesy superhero films weve got past—however one deny WONDER WOMAN 1984 together SPIDERMAN 2 exceptions here succeeding spades movies past category miserably failed Our hats Patty Jenkins  company making movie in category makes sins past movies in categoryWONDER WOMAN 1984 amazing every way that work 1984s SUPERGIRL SUPERMAN 4 QUEST FOR PEACE then Patty Jenkins pulled WW sequel unofficially making film mea culpa WB botching potential lucrative franchise OG 1978 SUPERMAN
602,TP,Wonder Woman 84 seemed human really nailed classic 80s full color touchy—a superpure joy watch accompanied many cool moments happened Gal Gadot Pedro Pascal Kristen Wiig fit characters play The storyline simple close human life general emphasizes drama rather action Patty Jenkins give film emotional touch good message Not missed Hans Zimmers scoring splendor unbeatable Overall comeback moment cinema vain
603,TP,Enjoyed film Wishing sequels Anyone criticizing please dont ruin joy have Its nice simply sit back watch characters simple fun story Good thing much drama back day comics made We wouldnt get see second volume caved competition negativity Know one language handful repetitive words people write novel reviews section Just watch enjoy without assuming born direct impossible impress story I would love whole bunch movies 510 years I enjoy lot without missing fact make anymore movies thanks excellent critics ruining fun all
604,TP,Watch it Don’t follow others saying opinion one stand for Like notI gotta say interesting obviously best clear entertainment message positivity Realistic It’s DC movie expect I honestly grateful got sequel new movie general I usually don’t write reviews fact majority people rated movie didn’t necessarily like it are let’s say “hating” kind downfall movie I mean course movies ‘legendary’ source whole movies entertainment circles audiences’ opinion I’m defending movie disliking it we’re entitled feelings it Some us DC movies origins it’s surprise people may may dissatisfied movie I’m going anymore detail I already have film in opinion watch worthy give go
605,TP,It beautiful visuals great action scenes Powerful acting underwhelming story development I feel like get know frenemies well enough emotionally impacted way Steve TrevorDiana The mid credits scene cool too Definitely worth watch either way go HBOMAX month ww84 tempting watch home considering virus all
606,TP,I thought dynamics characters genuine heartfelt mention action cool always I feel storyline bit cliche delved corniness little much sometimes It also feels like shied away violent stuff although nice see DCEU revel dark n gritty stuff change And made good storyline had even something wed seen before Being honest felt like episode larger show rather movie Again say I hate movie I love beam light grim year
607,TP,Why people hating much As far film sequels go especially superhero movies pretty decent movie Sure things kinda didn’t likefit theme I guess like ww2 guy becoming magic rock still pretty good Gal Chris’s acting along great visual effects saved thing made watchable Sure wasn’t great first one it’s definitely monstrosity people say is This really deserves like 7510 I still recommend watching
608,TP,This movie example reading reviews waste time It clearly wasn’t good first opinionbut built upon first one great job illustrating in superherocomic book kinda way world would likely look like fantasy story able happen real life Yeah maybe nitpicky changes could’ve made simplify things I ain’t gonna whine coulda shoulda woulda It satisfying way is I give 4 stars next 5 star predecessor
609,FP,What massive disappointment Went high hopes awesome trailer Blue Monday soundtrack I like Gal Gadot It started well went downhill quickly Where fun cool nostalgic references 1980s There many opportunities include great music action etc completely missed Kristin Wiig OK great  relationship WW fully developed obviously sticking usual schtick getting tired Villian  awful boring needs spend serious time studying Michael Douglas speech Wall Street going for I think number actors could better job that His lack villany meant audience basically care happened I know got prescreenings current state My view  fun action one good villan focus plot on
610,TN,DC comics super good like shazam aquaman really good But movie fails first movie There four main problems I movie The first terrible stunts like mall scene absolutely abysmal The second plot isnt big issues first main villian pretty interesting I wish could expanded relationship son feel like much The next thing plot someone isnt really intresting I mean story weird feels unnatural asks perfect becomes furry really weird Third message spoilers ok wonderwomans final line like want time really confusing I clue message was Also gold dress trailer nothing plot apparently fly anyway really stupid plot points good action scene first one young diana Anyway great ill give plot 210 characters 410 action 410 overall 310 great pretty disappointing hype
611,TN,A list complants WBa meh overhyped much action weird cam angles felt rushed yet slow felt steve fan service maxell lord went failed bussuiness man guy power expanding oil industry guy whos sick needs wishes reason And felt cheeta rushed given much plot The plot stone wonderwomans job felt conventant stopped said robbery discovered cheeta never questions goes along plot needs betray diana know maxwell could hear anything sayingthe nerf put build tension feel cause one know alive two female empowerment movie main girl charater going diewe never catch cheeta renouces wishTo much showing enough telling feel like missed chunk moive Maxwell loving son came know cause begining shown lying son butt towards rest moviethe fight cheeta short cause devloped To hate diana know one movies metions disaster brought up armor movie served purpose cause could thrown cheeta away anywhere cheeta nerfed final battle reason everything worth seeing trailer slow motion shots bad Got overly campy campy mixed drama cant work time pretty sure armor looks barbra one scene friendship diana reprecctions felt like movie would better nothing DCEU moives lesson diana lying bad death lesson happened people would know diana
612,TN,I really excited movie come out Man disappointment The first Wonder Woman came years ago I remember feeling like one best big blockbuster movies I seen long time Wonder Woman 1984 one worst big blockbuster movies I seen The special effects terrible villain Max Lord poorly acted Kristin Wig kills beginning underwhelms isn’t convincing transforms movie’s second villain Gal Gardot stunning charming much less first WW convey heartbreak towards end terrible acting The CGI obvious terrible Costume “shield armor” getup badlike headtotoe gold foil bad Halloween costume I would love see another WW able recreate magic first WW 80’s already kinda cheeseball era movie definitely par doesn’t leave great superhero movie
613,FP,An hour snd half story still hadn’t captured me Loved first movie loved 80’s fashion one movie whole miss me Your mileage may vary At one point Wonder Woman running 55 mph pushing 6x6 medium military transport highway sideways 45 seconds later can’t keep one smaller truck swerving another crushing her A rocket propelled grenade containing maybe 8 oz propellant lassoed carried 140 lb lady range couple hundred yards looked like 100 mph If get Elon whatever fuel RPG get us Mars easily All comic movies full weird things like this I suppose stood I wasn’t enjoying movie whole
614,TN,First let say I think Gal Gadot perfect casting Diana Prince Wonder Woman And first Wonder Woman film pretty incredible still film I go back rewatch enjoy it’s first time seeing it But second installment franchise huge let down The plot disaster many plot holes story As well poor decision making writers allowing rape solution fixing main problem story This review reflect Gal Gadot portrayal character spot best ability giving poor writing The movie lackluster lacking truly exciting moments I found checking phone throughout whole movie something I rarely whenever I’m watching movie favorable character first time I say favorite part film flying scene gorgeous visuals I truly hope next Wonder Woman film leave better taste mouth I really excited film even kept tabs officially came best way describe disappointment But please still watch film might feel differently I do
615,FP,Wonder Woman 1984 definitely wasn’t good first The movie started good Amazonian Olympics small time crooks robbing mall Princess Diana saving day without much difficulty But wasn’t much action lot dialogue boring sit through I really feel like 3 4 action sequences didn’t last 5 minutes Cheetah ok great ok My real positives humor Chris Pines acting discovering new things year 1984 Pedro Pascals performance Max Lord Other that boring dull long without much action keep hooked Probably watch maybe 2 times that see I find something rave about What let first film 6 5 stars book
616,TN,Poorly paced long really odd story couple good emotional moments Gal Gadot fine work Chis Pine delightful Barbara Minerva Maxwell Lord bad confusing villains They obviously spend extra time original release date polish special effects stand bad way I know how couple movies dozen characters juggle Infinity WarEndgame felt much less muddled this I got bored hour 140 I checked much time left exasperated see 50 minutes still left If make end credits scene sort fulfilling older viewers kinda blah content Maybe skip movie watch credits scene If HBO Max give try may well I loved first one pretty disappointing
617,TN,I’ll keep short First let say first Wonder Woman brilliant well written honored former writers story everyone came love That said It commonly understood farther writers producers move away original story comic book ethos worse interest ratings profits become It doesn’t matter it’s WW Green Latern even freaking Jedi Knightlook mucked Star Wars story salvaged bounty hunter Baby Yoda Like Disney DC headed direction story less interested plot character development interested interjecting political jabs I mean really woke WW mid 80s Bad idea DC surprisingly bad movie well Case pointThis film shallow telling acting In fact movie bad Chris Pine Gal Gadot freaking Jedi Knight if somehow written one in could save it When wonder sequel Wonder Woman suffers ratings profits go back first movie comic books remember makes story appealingit’s train wreck Still movie fitting end 2020
618,TN,Why many poeple saying 5 star It awful disappointment I writerdirector not big movies adverts And I couldn’t understand anything happening I get basic story line hence it’s 1 star close I would put 1 12 And could never tell director last movie yet I think whole movie different first one which good 4 12 stars terms story telling style movie I see director going probs high something didn’t make anything make sense like bad guy want get everyone’s wishes girl made wish want become cat also become cat Like everyone gets one wish But come DC disappointed I loved last movies Shazam Wonder Woman apart justice league ok movie I didn’t like like nice food didn’t like it But this Come on I hope DC make good sequel Shazam cos marvel millions miles ahead DC
619,TN,For movie billed flagship feature film unbelievably bad The timing also poor luck Pascal villain finished run Mandalorian described favorably received touch Star Wars lore memory Wiig’s affable character oozed makes fun loving character  cross whatever last 30 minute spectacle conclusion kept silly top laughing concerned for Finally protagonist Godot spent characters pivotal scenes floor beaten pinned wall defeated philosophical Her lasso pure CGI mayhem reflected physics noodle tie two things together hero leaning “luck” ultimately reduces superheroness pedestrian ultimate facepalm Wonder woman Superman dominant finish Underwhelmed
620,TN,Wonder Woman 1984 review This film heavy handed period piece serving allegory American decadence The pacing left one anticipated action movies year dragging Kristen Wiig great Cheetah She compelling story arch ended lackluster note I wished done character The reimagining Maxwell Lords worst part movie He terrible character build plot around The action great especially opening race scene young Diana The fashion 80s chic story 2020 Wonder Woman essentially fought Donald Trump Kellyanne Conway quite frankly us Ive watching battle last 4 years I interested seeing show super hero movie Look Patty Jenkins directed films wrote script sequel delivered garbage script But I appreciate Jenkins consistency taking DCs best super hero movie outside Nolans Dark Knight trilogy making awful rest Justice League films
621,TN,Idk movie 5 star reviewers watched I found incredibly corny installment This film really leans people getting thrown around rooms makes fall damage real antagonist The incidents helps civilians made cringe At one point I couldve sworn I saw Diana return lollipop baby stroller taken momentarily hardened criminal The trailer made seem like movie going blast neon infused action throughout In addition I cannot take Kristin Wiig seriously superhero movie Of course comedian serious roles delivers every line like SNL live skit Her transformation Cheetah dumb confusing im assuming majority people questioned why turn cheetah The amount CGI assitance characters need fight scenes takes completely experience It seems like destruction big events battles hatched writing bored something exciting happened background The dialog weak well It kind tiring watching DC make character look shock new found powers wasting time showing Chris Pine look awe modern day inventions mistake trash piece art The film 1hour long Again thought 5star movie I imagine serious moviegoers
622,TN,I know 2020 it’s bad year really need movie reflect “escape” reality dam horrible movie 🎥 taste 👅 I haven’t watched first movie looking forward disappointed 2020 😭 There many cringing moments like really lassoing lighting Learning fly boyfriend told little speech Her boyfriend walk threw everything fighting “good guy” movie How get golden armor flying Was carrying invisible purse 👛 The flying scenes look like 2000s flying arms open like peter pan came window  night mean come last final battle even fighting scene talks villain Main goal He fought get talked without fight talk following dreams wishes cat lady scene would wish animal already are Its bunch things put together nice visual effect big money behind thats nothing special probably forgotten like year
623,TN,One worst superhero flicks ever wish I could given ZERO For one Its totally presentday Hollywood WOKE The director portrays men sexcrazed moneyhungry animals women subservient victims What 80s parallel universe director live in The plot totally ridiculous acting worse poor like Z grade Amateure ie straight DVD The special effects lame say least There many holes plot lost count Not Steve resurrected dead inhabiting poor guys body also fly 1980s fighter jet He died WWI He must taken flying lessons afterlife Kids playing ball street convoy bad guys careens towards them An old Peugeot takes hundreds bullets windshield get hit once leave poor guy middle desert Cheetah sure job WWs invincible armor Obviously universe Superman Batman rest DC Sups exist Which probably good thing tarnish franchises There NO redeeming qualities mess Glad free HBO Max would demanded money back paid theatre
